facility_id,measure_code,measure_desc,recommend,ans_percent,rating,ed_score,sep_score,op_score,op18_score,label
321304,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,31,3,83.0,125.0,22.0,80.0,1
161345,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,0,3,72.0,83.0,22.0,80.0,1
140291,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,79,4,72.0,75.0,22.0,80.0,0
50746,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,60,2,72.0,125.0,22.0,150.0,0
330273,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,71,4,72.0,71.0,22.0,80.0,0
450539,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,7,5,72.0,125.0,22.0,139.0,1
370089,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,6,2,72.0,58.0,22.0,80.0,1
140115,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,74,3,56.0,125.0,22.0,80.0,0
450688,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,58,2,90.0,125.0,22.0,80.0,0
381304,OP_22,Left before being seen,H_RECMND_DY,65,3,72.0,125.0,83.0,80.0,0
420038,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,7,4,72.0,125.0,22.0,160.0,1
360027,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,70,4,72.0,44.0,22.0,80.0,0
113300,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,31,3,72.0,125.0,22.0,83.0,1
50636,OP_22,Left before being seen,H_RECMND_DN,7,4,72.0,125.0,1.0,80.0,1
390194,OP_22,Left before being seen,H_RECMND_DY,54,2,72.0,125.0,1.0,80.0,0
41326,OP_22,Left before being seen,H_RECMND_DY,56,2,72.0,125.0,1.0,80.0,0
131325,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,5,2,72.0,125.0,22.0,108.0,1
500026,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,10,4,72.0,125.0,22.0,174.0,1
521325,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,0,3,72.0,125.0,22.0,137.0,1
260177,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,72,3,72.0,125.0,22.0,134.0,0
330141,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,45,1,344.0,125.0,22.0,80.0,0
330234,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,12,1,72.0,125.0,22.0,220.0,1
460042,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,3,4,69.0,125.0,22.0,80.0,1
140208,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,70,2,72.0,125.0,22.0,224.0,0
80006,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,68,4,120.0,125.0,22.0,80.0,0
390323,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,1,3,72.0,83.0,22.0,80.0,1
281362,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,2,5,72.0,83.0,22.0,80.0,1
330056,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,52,1,72.0,80.0,22.0,80.0,0
451310,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,66,3,72.0,125.0,22.0,83.0,0
381303,OP_22,Left before being seen,H_RECMND_DN,3,4,72.0,125.0,2.0,80.0,1
100187,OP_22,Left before being seen,H_RECMND_DY,64,3,72.0,125.0,1.0,80.0,0
60034,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,76,4,72.0,125.0,22.0,131.0,0
271321,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,31,3,72.0,83.0,22.0,80.0,1
260085,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,67,5,72.0,125.0,22.0,136.0,0
111323,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,3,3,72.0,125.0,22.0,80.0,1
340183,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,75,4,72.0,125.0,22.0,191.0,0
50468,OP_22,Left before being seen,H_RECMND_DN,20,1,72.0,125.0,5.0,80.0,1
360362,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,1,3,72.0,83.0,22.0,80.0,1
170009,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,4,4,72.0,125.0,22.0,97.0,1
440032,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,4,4,72.0,57.0,22.0,80.0,1
140186,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,3,3,72.0,69.0,22.0,80.0,1
400032,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,31,3,310.0,125.0,22.0,80.0,0
110032,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,62,3,72.0,125.0,22.0,134.0,0
460044,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,4,5,64.0,125.0,22.0,80.0,1
271347,OP_22,Left before being seen,H_RECMND_DY,67,4,72.0,125.0,2.0,80.0,0
220090,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,4,3,72.0,57.0,22.0,80.0,1
310041,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,9,2,162.0,125.0,22.0,80.0,1
140197,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,31,3,50.0,125.0,22.0,80.0,0
410006,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,80,5,72.0,125.0,22.0,160.0,0
170185,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,82,5,72.0,46.0,22.0,80.0,0
451350,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,31,3,72.0,83.0,22.0,80.0,0
450871,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,83,3,72.0,125.0,22.0,83.0,0
60130,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,4,3,68.0,125.0,22.0,80.0,1
210063,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,81,5,129.0,125.0,22.0,80.0,0
50488,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,4,4,221.0,125.0,22.0,80.0,1
360358,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,83,3,72.0,45.0,22.0,80.0,0
283300,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,31,3,83.0,125.0,22.0,80.0,1
440009,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,60,3,160.0,125.0,22.0,80.0,0
501301,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,31,3,72.0,125.0,22.0,83.0,1
371318,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,31,3,72.0,125.0,22.0,83.0,0
340130,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,5,2,79.0,125.0,22.0,80.0,1
190006,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,2,4,98.0,125.0,22.0,80.0,1
390183,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,3,4,72.0,75.0,22.0,80.0,1
431308,OP_22,Left before being seen,H_RECMND_DN,31,3,72.0,125.0,83.0,80.0,1
111330,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,73,3,72.0,125.0,22.0,86.0,0
260009,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,62,3,72.0,44.0,22.0,80.0,0
381316,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,75,4,72.0,125.0,22.0,126.0,0
110075,OP_22,Left before being seen,H_RECMND_DY,56,2,72.0,125.0,1.0,80.0,0
230174,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,73,4,72.0,66.0,22.0,80.0,0
53310,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,31,3,72.0,83.0,22.0,80.0,1
50125,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,9,2,72.0,125.0,22.0,143.0,1
381309,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,72,3,72.0,125.0,22.0,83.0,0
100168,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,76,1,72.0,72.0,22.0,80.0,0
161356,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,70,4,72.0,33.0,22.0,80.0,0
10056,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,80,4,125.0,125.0,22.0,80.0,0
290041,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,66,1,72.0,30.0,22.0,80.0,0
100315,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,1,5,72.0,125.0,22.0,180.0,1
60022,OP_22,Left before being seen,H_RECMND_DY,74,4,72.0,125.0,1.0,80.0,0
361315,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,80,4,58.0,125.0,22.0,80.0,0
390080,OP_22,Left before being seen,H_RECMND_DN,5,4,72.0,125.0,5.0,80.0,1
260096,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,79,4,72.0,125.0,22.0,153.0,0
351303,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,0,3,72.0,83.0,22.0,80.0,1
391304,OP_22,Left before being seen,H_RECMND_DY,31,3,72.0,125.0,83.0,80.0,0
140040,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,66,2,58.0,125.0,22.0,80.0,0
50548,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,31,3,83.0,125.0,22.0,80.0,1
50236,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,72,4,72.0,125.0,22.0,144.0,0
150037,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,2,4,72.0,125.0,22.0,144.0,1
340186,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,74,3,117.0,125.0,22.0,80.0,0
220030,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,73,4,72.0,125.0,22.0,127.0,0
360107,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,77,4,54.0,125.0,22.0,80.0,0
450465,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,4,3,75.0,125.0,22.0,80.0,1
210023,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,81,5,213.0,125.0,22.0,80.0,0
261315,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,31,3,72.0,125.0,22.0,83.0,1
261320,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,75,3,72.0,93.0,22.0,80.0,0
261328,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,31,3,83.0,125.0,22.0,80.0,0
521308,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,81,4,72.0,125.0,22.0,99.0,0
150179,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,31,3,72.0,83.0,22.0,80.0,1
650001,OP_22,Left before being seen,H_RECMND_DY,31,3,72.0,125.0,83.0,80.0,0
50261,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,7,1,72.0,60.0,22.0,80.0,1
360172,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,65,4,72.0,125.0,22.0,117.0,0
150157,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,80,5,72.0,125.0,22.0,176.0,0
251317,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,31,3,72.0,83.0,22.0,80.0,1
493302,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,31,3,83.0,125.0,22.0,80.0,1
190164,OP_22,Left before being seen,H_RECMND_DN,11,2,72.0,125.0,2.0,80.0,1
330232,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,31,3,72.0,83.0,22.0,80.0,0
260057,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,54,2,72.0,31.0,22.0,80.0,0
240057,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,2,4,72.0,56.0,22.0,80.0,1
261332,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,2,3,72.0,92.0,22.0,80.0,1
223304,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,31,3,83.0,125.0,22.0,80.0,1
511307,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,49,3,72.0,125.0,22.0,81.0,0
451312,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,31,3,72.0,83.0,22.0,80.0,0
220084,OP_22,Left before being seen,H_RECMND_DN,3,4,72.0,125.0,1.0,80.0,1
440144,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,8,2,105.0,125.0,22.0,80.0,1
150064,OP_22,Left before being seen,H_RECMND_DY,31,4,72.0,125.0,4.0,80.0,0
500084,OP_22,Left before being seen,H_RECMND_DY,55,2,72.0,125.0,1.0,80.0,0
360245,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,31,3,72.0,83.0,22.0,80.0,1
670118,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,8,3,72.0,83.0,22.0,80.0,1
110071,OP_22,Left before being seen,H_RECMND_DY,58,3,72.0,125.0,1.0,80.0,0
531301,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,31,3,72.0,125.0,22.0,98.0,1
360072,OP_22,Left before being seen,H_RECMND_DY,73,4,72.0,125.0,2.0,80.0,0
230141,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,7,2,72.0,64.0,22.0,80.0,1
340120,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,72,4,72.0,63.0,22.0,80.0,0
271345,OP_22,Left before being seen,H_RECMND_DY,68,3,72.0,125.0,1.0,80.0,0
530008,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,48,3,52.0,125.0,22.0,80.0,0
161311,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,31,3,72.0,125.0,22.0,129.0,1
100052,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,6,1,72.0,125.0,22.0,170.0,1
161354,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,0,3,83.0,125.0,22.0,80.0,1
130006,OP_22,Left before being seen,H_RECMND_DY,81,5,72.0,125.0,1.0,80.0,0
131303,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,0,3,72.0,125.0,22.0,116.0,1
331319,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,56,3,118.0,125.0,22.0,80.0,0
193301,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,31,3,72.0,125.0,22.0,83.0,1
400125,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,31,3,72.0,8.0,22.0,80.0,1
111306,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,3,3,72.0,83.0,22.0,80.0,1
391308,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,1,3,72.0,60.0,22.0,80.0,1
31301,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,31,3,67.0,125.0,22.0,80.0,0
371337,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,67,3,72.0,125.0,22.0,123.0,0
210011,OP_22,Left before being seen,H_RECMND_DN,7,2,72.0,125.0,83.0,80.0,1
330181,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,69,4,72.0,87.0,22.0,80.0,0
271325,OP_22,Left before being seen,H_RECMND_DY,77,3,72.0,125.0,2.0,80.0,0
330229,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,8,3,82.0,125.0,22.0,80.0,1
450340,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,2,4,72.0,66.0,22.0,80.0,1
260119,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,54,1,72.0,125.0,22.0,147.0,0
170074,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,68,3,65.0,125.0,22.0,80.0,0
330196,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,52,1,72.0,125.0,22.0,162.0,0
161314,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,3,3,72.0,125.0,22.0,92.0,1
50570,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,10,3,108.0,125.0,22.0,80.0,1
50093,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,71,2,72.0,125.0,22.0,316.0,0
340068,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,52,2,72.0,62.0,22.0,80.0,0
520059,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,6,4,72.0,62.0,22.0,80.0,1
520096,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,58,1,72.0,70.0,22.0,80.0,0
100048,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,2,3,72.0,125.0,22.0,114.0,1
420023,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,3,5,108.0,125.0,22.0,80.0,1
350011,OP_22,Left before being seen,H_RECMND_DN,6,2,72.0,125.0,2.0,80.0,1
521358,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,83,5,72.0,125.0,22.0,150.0,0
140177,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,38,1,72.0,3.0,22.0,80.0,0
110003,OP_22,Left before being seen,H_RECMND_DY,61,3,72.0,125.0,1.0,80.0,0
450718,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,4,4,72.0,125.0,22.0,119.0,1
360156,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,5,3,49.0,125.0,22.0,80.0,1
510062,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,67,2,72.0,125.0,22.0,214.0,0
450617,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,7,3,152.0,125.0,22.0,80.0,1
160016,OP_22,Left before being seen,H_RECMND_DY,61,3,72.0,125.0,1.0,80.0,0
490129,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,31,3,83.0,125.0,22.0,80.0,0
320033,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,70,3,109.0,125.0,22.0,80.0,0
200041,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,3,4,72.0,125.0,22.0,147.0,1
60107,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,31,3,72.0,125.0,22.0,83.0,1
450200,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,69,2,72.0,43.0,22.0,80.0,0
450092,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,10,3,72.0,125.0,22.0,128.0,1
271340,OP_22,Left before being seen,H_RECMND_DY,70,3,72.0,125.0,83.0,80.0,0
261331,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,71,3,72.0,48.0,22.0,80.0,0
370206,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,83,3,72.0,83.0,22.0,80.0,0
380091,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,76,4,112.0,125.0,22.0,80.0,0
10128,OP_22,Left before being seen,H_RECMND_DY,48,2,72.0,125.0,3.0,80.0,0
420086,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,7,4,72.0,58.0,22.0,80.0,1
330106,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,5,3,209.0,125.0,22.0,80.0,1
110122,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,7,4,140.0,125.0,22.0,80.0,1
173300,OP_22,Left before being seen,H_RECMND_DN,31,3,72.0,125.0,83.0,80.0,1
150183,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,77,4,45.0,125.0,22.0,80.0,0
190202,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,68,3,128.0,125.0,22.0,80.0,0
30094,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,9,2,72.0,125.0,22.0,139.0,1
180011,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,72,4,72.0,48.0,22.0,80.0,0
110007,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,8,1,72.0,28.0,22.0,80.0,1
171384,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,4,4,72.0,74.0,22.0,80.0,1
50744,OP_22,Left before being seen,H_RECMND_DN,15,2,72.0,125.0,1.0,80.0,1
241368,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,69,3,72.0,125.0,22.0,118.0,0
360012,OP_22,Left before being seen,H_RECMND_DN,5,4,72.0,125.0,1.0,80.0,1
10049,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,7,4,72.0,125.0,22.0,136.0,1
450235,OP_22,Left before being seen,H_RECMND_DN,1,4,72.0,125.0,1.0,80.0,1
261302,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,31,3,29.0,125.0,22.0,80.0,1
451324,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,31,3,83.0,125.0,22.0,80.0,1
